Title;Link;Rating;Description;Price;Time
The Crypto Doors;/lucknow/the-crypto-doors-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Awaadh Biryani House;/lucknow/awaadh-biryani-house-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Cumin & Curry;/lucknow/cumin-curry-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
AK Laziz Food Hub;/lucknow/ak-laziz-food-hub-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Sicily Cafe & Dine In;/lucknow/sicily-cafe-dine-in-hazratganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹550 for one;
Tee Jay's Cafe & Restaurant;/lucknow/tee-jays-cafe-restaurant-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹250 for one;
Golden Court Cafe & Restaurant;/lucknow/golden-court-cafe-restaurant-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹500 for one;
Nice Online Food Service;/lucknow/nice-online-food-service-shekhpur/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Taste Of House;/lucknow/taste-of-house-shekhpur/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Tainoor Veg & Non Veg Hub;/lucknow/tainoor-veg-non-veg-hub-1-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Pizza Cafe Day;/lucknow/pizza-cafe-day-nirala-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
AL Baik Delights;/lucknow/al-baik-delights-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Spice Club;/lucknow/spice-club-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
The Lucknow Rolls Point;/lucknow/the-lucknow-rolls-point-lalbagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
City's Dhaaba Veg And Non Veg Restaurant;/lucknow/citys-dhaaba-veg-and-non-veg-restaurant-nishatganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Between The Breads;/lucknow/between-the-breads-1-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
NutriPlate India;/lucknow/nutriplate-india-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Nutritionin;/lucknow/nutritionin-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Lucknowi Zaiqa;/lucknow/lucknowi-zaiqa-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Momo King;/lucknow/momo-king-aliganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Brother's  Non Veg  Point;/lucknow/brothers-non-veg-point-hazratganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
The Burger Company;/lucknow/the-burger-company-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Amritsari Haveli;/lucknow/amritsari-haveli-aliganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹400 for one;
Al-Shakiess & More;/lucknow/al-shakiess-more-nirala-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Noor Zaika Muradabad Biryani;/lucknow/noor-zaika-muradabad-biryani-kaiserbagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Limone Lounge;/lucknow/limone-lounge-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹400 for one;
Burger Beans Para;/lucknow/burger-beans-para-rajajipuram/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Makka Hotel;/lucknow/makka-hotel-sapru-marg/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Pizza Pub;/lucknow/pizza-pub-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Pizza Pub;/lucknow/pizza-pub-triveni-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Fitness Feeder;/lucknow/fitness-feeder-shekhpur/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Bangali Swad;/lucknow/bangali-swad-rajajipuram/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Afghan The Biryani King;/lucknow/afghan-the-biryani-king-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Indiana Burgers;/lucknow/indiana-burgers-1-indira-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Foodie Nukkad;/lucknow/foodie-nukkad-3-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Sapphire By The Elite Hotel;/lucknow/sapphire-by-the-elite-hotel-rajajipuram/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹450 for one;
Lucknow Spicy Junction Restaurant;/lucknow/lucknow-spicy-junction-restaurant-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Hello Chicken;/lucknow/hello-chicken-1-shekhpur/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Ching Chong Desi Chinese;/lucknow/ching-chong-desi-chinese-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Mezbaan;/lucknow/mezbaan-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹400 for one;
Kebab & Kurry - The Revanta Hotel;/lucknow/kebab-kurry-the-revanta-hotel-aliganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹400 for one;
Healthy Food;/lucknow/healthy-food-shekhpur/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Hotel Golden Sky;/lucknow/hotel-golden-sky-charbagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
China Flames;/lucknow/china-flames-aliganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Tunday Kababi - Lucknow Legacy;/lucknow/tunday-kababi-lucknow-legacy-1-khadra/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Momo Zone - The Momo Company;/lucknow/momo-zone-the-momo-company-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Cafe Repertwahr;/lucknow/cafe-repertwahr-indira-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹450 for one;
Momo Zone - The Momo Company;/lucknow/momo-zone-the-momo-company-1-indira-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Little Food Daily;/lucknow/little-food-daily-indira-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Uppercase Diner;/lucknow/uppercase-diner-hazratganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹400 for one;
Burger Point;/lucknow/burger-point-3-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Lucknowi Home;/lucknow/lucknowi-home-2-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Go69 Pizza;/lucknow/go69-pizza-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Hotel Crossroad;/lucknow/hotel-crossroad-1-transport-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Presidency Kitchen;/lucknow/presidency-kitchen-hazratganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Azra Culture;/lucknow/azra-culture-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Nirala Swad;/lucknow/nirala-swad-nirala-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Lady Cuisine;/lucknow/lady-cuisine-transport-nagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Indian House Of Biryani;/lucknow/indian-house-of-biryani-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Ishq-E-Dastarkhwan;/lucknow/ishq-e-dastarkhwan-nishatganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Lucky Ki Rasoi;/lucknow/lucky-ki-rasoi-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Swad Aapki Pasand Ka;/lucknow/swad-aapki-pasand-ka-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Rage Coffee X Wat-A-Burger!;/lucknow/rage-coffee-x-wat-a-burger-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Lil Elephant;/lucknow/lil-elephant-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Chahats Biryaani Veg And Non Veg Restaurant;/lucknow/chahats-biryaani-veg-and-non-veg-restaurant-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
STF Cafe;/lucknow/stf-cafe-1-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Bisen Fast Food Corner;/lucknow/bisen-fast-food-corner-shekhpur/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
New Home Family Restaurant;/lucknow/new-home-family-restaurant-sadar-bazaar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
The Kalika Hutz - Safe & Trusted Handi Cooked;/lucknow/the-kalika-hutz-safe-trusted-handi-cooked-nishatganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
The Noodles Castle;/lucknow/the-noodles-castle-nishatganj/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
The Home Kitchen;/lucknow/the-home-kitchen-1-aashiana/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
Groove -Lounge, Bar & Rooftop;/lucknow/groove-lounge-bar-rooftop-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹600 for one;
The Chilli Town Restaurant And Cafe;/lucknow/the-chilli-town-restaurant-and-cafe-chowk/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹150 for one;
Hungry Bellys;/lucknow/hungry-bellys-mahanagar/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹200 for one;
Indian Combo Company;/lucknow/indian-combo-company-alambagh/order?contextual_menu_params=eyJkaXNoX3NlYXJjaCI6eyJ0aXRsZSI6IkJlc3QgaW4gQ2hpY2tlbiIsImRpc2hfaWRzIjpbIjU1MjgwIl0sImN1aXNpbmVfaWRzIjpbXX19;;;₹100 for one;
